Complaint Number,Status,Date Entered,House Number,ZIP Code,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
3688139,CLOSED,02/25/2019,2945        ,11235    ,BRIGHTON 8 STREET               ,3244531,313,   ,03,ERT  ,02/25/2019,Y1,02/25/2019,02/26/2019 12:00:00 AM
5139818,CLOSED,02/26/2019,395         ,10304    ,VAN DUZER STREET                ,5106840,501,   ,30,ERT  ,02/26/2019,Y1,02/26/2019,02/27/2019 12:00:00 AM
4764427,CLOSED,02/25/2019,214-46      ,11361    ,42 AVENUE                       ,4138343,411,   ,91,BEST ,02/27/2019,Y1,02/25/2019,02/28/2019 12:00:00 AM
3688414,CLOSED,02/27/2019,3400        ,11208    ,FULTON STREET                   ,3092909,305,   ,30,ERT  ,02/27/2019,Y1,02/27/2019,02/28/2019 12:00:00 AM
3688426,CLOSED,02/27/2019,3402        ,11208    ,FULTON STREET                   ,3092910,305,   ,30,ERT  ,02/27/2019,Y1,02/27/2019,02/28/2019 12:00:00 AM
3688469,CLOSED,02/27/2019,147         ,11207    ,SCHENCK AVENUE                  ,3087816,305,   ,1X,BKLYN,02/28/2019,Y1,02/27/2019,03/01/2019 12:00:00 AM
4764763,CLOSED,02/28/2019,179-16      ,11432    ,90 AVENUE                       ,4211598,412,   ,45,QNS.,03/01/2019,Y1,02/28/2019,03/02/2019 12:00:00 AM
1503026,CLOSED,03/01/2019,303         ,10023    ,WEST 76 STREET                  ,1031060,107,   ,30,ERT  ,03/01/2019,Y1,03/01/2019,03/02/2019 12:00:00 AM
2276879,CLOSED,03/02/2019,1001        ,10465    ,HUNTINGTON AVENUE               ,2079805,210,   ,30,ERT  ,03/03/2019,Y1,03/02/2019,03/04/2019 12:00:00 AM
2276884,CLOSED,03/03/2019,1103        ,10456    ,FOREST AVENUE                   ,2004644,203,   ,30,ERT  ,03/03/2019,Y1,03/03/2019,03/04/2019 12:00:00 AM
4765029,CLOSED,03/03/2019,140-26      ,11434    ,160 STREET                      ,4266857,412,   ,30,ERT  ,03/03/2019,Y1,03/03/2019,03/04/2019 12:00:00 AM
3364596,CLOSED,12/22/2010,394         ,11221    ,MADISON STREET                  ,3051732,303,   ,30,BKLYN,03/04/2019,Y1,03/01/2019,03/05/2019 12:00:00 AM
3541397,CLOSED,12/21/2015,272         ,11205    ,SKILLMAN STREET                 ,3055400,303,   ,30,ERT  ,03/04/2019,Y1,03/01/2019,03/05/2019 12:00:00 AM
2276973,CLOSED,03/05/2019,1074        ,10456    ,BOSTON ROAD                     ,2004504,203,   ,30,ERT  ,03/05/2019,Y1,03/05/2019,03/06/2019 12:00:00 AM
2277008,CLOSED,03/05/2019,1074        ,10456    ,CAULDWELL AVENUE                ,2004503,203,   ,30,ERT  ,03/05/2019,Y1,03/05/2019,03/06/2019 12:00:00 AM
2277082,CLOSED,03/06/2019,598         ,10451    ,MORRIS AVENUE                   ,2001826,201,   ,30,ERT  ,03/06/2019,Y1,03/06/2019,03/07/2019 12:00:00 AM
2277100,CLOSED,03/06/2019,3605        ,10467    ,HOLLAND AVENUE                  ,2057794,212,   ,30,ERT  ,03/06/2019,Y1,03/06/2019,03/07/2019 12:00:00 AM
3624409,CLOSED,10/21/2017,1525        ,11224    ,MERMAID AVENUE                  ,3189097,313,   ,30,ERT  ,03/07/2019,Y1,02/12/2019,03/08/2019 12:00:00 AM
3689639,CLOSED,03/07/2019,570         ,11231    ,SMITH STREET                    ,3008208,306,IBZ,30,ERT  ,03/07/2019,Y1,03/07/2019,03/08/2019 12:00:00 AM
5140037,CLOSED,03/07/2019,121         ,10301    ,VAN DUZER STREET                ,5106818,501,   ,73,ST.IS,03/07/2019,Y1,03/07/2019,03/08/2019 12:00:00 AM
5140038,CLOSED,03/07/2019,21          ,10301    ,SWAN STREET                     ,5818644,501,   ,73,ST.IS,03/07/2019,Y1,03/07/2019,03/08/2019 12:00:00 AM
5140039,CLOSED,03/07/2019,14          ,10304    ,GORDON STREET                   ,5013968,501,   ,73,ST.IS,03/07/2019,Y1,03/07/2019,03/08/2019 12:00:00 AM
4765936,CLOSED,03/11/2019,126-08      ,11420    ,LINDEN BOULEVARD                ,4251555,410,   ,30,ERT  ,03/12/2019,Y1,03/11/2019,03/13/2019 12:00:00 AM
3690650,CLOSED,03/13/2019,1286        ,11226    ,FLATBUSH AVENUE                 ,3120777,314,   ,30,ERT  ,03/13/2019,Y1,03/13/2019,03/14/2019 12:00:00 AM
1504471,CLOSED,03/15/2019,715         ,10019    ,12 AVENUE                       ,1086197,104,   ,73,MAN.,03/15/2019,Y1,03/13/2019,03/16/2019 12:00:00 AM
2277706,CLOSED,03/17/2019,356         ,10454    ,EAST 134 STREET                 ,2000560,201,   ,30,ERT  ,03/17/2019,Y1,03/17/2019,03/18/2019 12:00:00 AM
5140234,CLOSED,03/16/2019,35          ,10314    ,SIDEVIEW AVENUE                 ,5036825,502,   ,30,ERT  ,03/18/2019,Y1,03/18/2019,03/19/2019 12:00:00 AM
1504471,CLOSED,03/15/2019,715         ,10019    ,12 AVENUE                       ,1086197,104,   ,73,MAN.,03/19/2019,Y1,03/13/2019,03/20/2019 12:00:00 AM
5140290,CLOSED,03/19/2019,291         ,10306    ,NUGENT STREET                   ,5037167,502,   ,05,ST.IS,03/19/2019,Y1,03/19/2019,03/20/2019 12:00:00 AM
2277841,CLOSED,03/19/2019,3363        ,10467    ,CRUGER AVENUE                   ,2056979,212,   ,30,BRONX,03/20/2019,Y1,03/19/2019,03/21/2019 12:00:00 AM
4767263,CLOSED,03/20/2019,60-26       ,11378    ,55 STREET                       ,4059213,405,   ,30,ERT  ,03/20/2019,Y1,03/20/2019,03/21/2019 12:00:00 AM
4767296,CLOSED,03/20/2019,60-28       ,11378    ,55 STREET                       ,4059214,405,   ,30,ERT  ,03/20/2019,Y1,03/20/2019,03/21/2019 12:00:00 AM
1504852,CLOSED,03/20/2019,946         ,10032    ,ST NICHOLAS AVENUE              ,1062495,112,   ,30,ERT  ,03/20/2019,Y1,03/20/2019,03/21/2019 12:00:00 AM
4759711,CLOSED,01/08/2019,93-20       ,11373    ,50 AVENUE                       ,4046100,404,   ,45,QNS.,03/21/2019,Y1,03/15/2019,03/22/2019 12:00:00 AM
4767438,CLOSED,03/21/2019,93-20       ,11373    ,50 AVENUE                       ,4046100,404,   ,45,QNS.,03/21/2019,Y1,03/15/2019,03/22/2019 12:00:00 AM
3692297,CLOSED,03/21/2019,185         ,11221    ,CENTRAL AVENUE                  ,3073514,304,   ,30,ERT  ,03/21/2019,Y1,03/21/2019,03/22/2019 12:00:00 AM
3692299,CLOSED,03/21/2019,92          ,11201    ,LIVINGSTON STREET               ,3250390,302,   ,30,ERT  ,03/21/2019,Y1,03/21/2019,03/22/2019 12:00:00 AM
3688139,CLOSED,02/25/2019,2945        ,11235    ,BRIGHTON 8 STREET               ,3244531,313,   ,03,ERT  ,03/22/2019,Y1,03/21/2019,03/23/2019 12:00:00 AM
4767668,CLOSED,03/22/2019,410         ,11385    ,MENAHAN STREET                  ,4082252,405,   ,30,ERT  ,03/22/2019,Y1,03/22/2019,03/23/2019 12:00:00 AM
3692413,CLOSED,03/22/2019,55          ,11206    ,VERNON AVENUE                   ,3048607,303,   ,30,ERT  ,03/22/2019,Y1,03/22/2019,03/23/2019 12:00:00 AM
2278082,CLOSED,03/22/2019,2467        ,10458    ,WEBSTER AVENUE                  ,2011077,205,   ,30,ERT  ,03/22/2019,Y1,03/22/2019,03/23/2019 12:00:00 AM
4767913,CLOSED,03/25/2019,93-12       ,11423    ,202 STREET                      ,4222688,412,   ,1U,SPOPS,03/25/2019,Y1,03/22/2019,03/26/2019 12:00:00 AM
3693256,CLOSED,03/27/2019,762         ,11207    ,SHEFFIELD AVENUE                ,3097263,305,   ,30,ERT  ,03/27/2019,Y1,03/27/2019,03/28/2019 12:00:00 AM
3693212,CLOSED,03/27/2019,1950        ,11204    ,60 STREET                       ,3132214,312,   ,1X,BKLYN,03/27/2019,Y1,03/27/2019,03/28/2019 12:00:00 AM
2125479,CLOSED,01/23/2009,2345        ,10468    ,JEROME AVENUE                   ,2014293,207,   ,73,BRONX,03/28/2019,Y1,03/27/2019,03/29/2019 12:00:00 AM
3611978,CLOSED,07/25/2017,277         ,11211    ,GRAHAM AVENUE                   ,3069419,301,   ,30,ERT  ,03/28/2019,Y1,03/27/2019,03/29/2019 12:00:00 AM
1505598,CLOSED,03/28/2019,300         ,10039    ,WEST 152 STREET                 ,1807761,110,   ,10,ERT  ,03/28/2019,Y1,03/28/2019,03/29/2019 12:00:00 AM
3693746,CLOSED,03/29/2019,2303        ,11229    ,EAST 13 STREET                  ,3201777,315,   ,30,ERT  ,03/30/2019,Y1,03/29/2019,03/31/2019 12:00:00 AM
3693798,CLOSED,03/29/2019,2305        ,11229    ,EAST 13 STREET                  ,3201813,315,   ,30,ERT  ,03/30/2019,Y1,03/29/2019,03/31/2019 12:00:00 AM
3694010,CLOSED,04/01/2019,250         ,11221    ,CENTRAL AVENUE                  ,3074394,304,   ,30,ERT  ,04/01/2019,Y1,04/01/2019,04/02/2019 12:00:00 AM
2166725,CLOSED,11/23/2011,3303        ,10469    ,BRONXWOOD AVENUE                ,2056467,212,   ,31,BRONX,04/02/2019,Y1,04/01/2019,04/03/2019 12:00:00 AM
3690527,CLOSED,03/12/2019,356         ,11207    ,VAN SICLEN AVENUE               ,3089412,305,   ,45,BKLYN,04/02/2019,Y1,03/28/2019,04/03/2019 12:00:00 AM
3694467,CLOSED,04/03/2019,2022        ,11212    ,STRAUSS STREET                  ,3081640,316,   ,30,ERT  ,04/03/2019,Y1,04/03/2019,04/04/2019 12:00:00 AM
3694569,CLOSED,04/04/2019,702         ,11220    ,44 STREET                       ,3011356,307,   ,30,ERT  ,04/04/2019,Y1,04/04/2019,04/05/2019 12:00:00 AM
3694646,CLOSED,04/04/2019,716         ,11220    ,44 STREET                       ,3011357,307,   ,30,ERT  ,04/04/2019,Y1,04/04/2019,04/05/2019 12:00:00 AM
3694647,CLOSED,04/04/2019,716 GARAGE  ,11220    ,44 STREET                       ,3350632,307,   ,30,ERT  ,04/04/2019,Y1,04/04/2019,04/05/2019 12:00:00 AM
3694648,CLOSED,04/04/2019,4413        ,11220    ,7 AVENUE                        ,3011355,307,   ,30,ERT  ,04/04/2019,Y1,04/04/2019,04/05/2019 12:00:00 AM
4769376,CLOSED,04/05/2019,120-46      ,11436    ,144 STREET                      ,4261343,412,   ,30,ERT  ,04/05/2019,Y1,04/05/2019,04/06/2019 12:00:00 AM
4769410,CLOSED,04/05/2019,97-13       ,11416    ,101 AVENUE                      ,4188678,409,   ,30,ERT  ,04/06/2019,Y1,04/05/2019,04/07/2019 12:00:00 AM
4769438,CLOSED,04/05/2019,97-11       ,11416    ,101 AVENUE                      ,4188679,409,   ,30,ERT  ,04/06/2019,Y1,04/05/2019,04/07/2019 12:00:00 AM
4769439,CLOSED,04/05/2019,97-09       ,11416    ,101 AVENUE                      ,4188680,409,   ,30,ERT  ,04/06/2019,Y1,04/05/2019,04/07/2019 12:00:00 AM
4769440,CLOSED,04/05/2019,97-05       ,11416    ,101 AVENUE                      ,4188681,409,   ,30,ERT  ,04/06/2019,Y1,04/05/2019,04/07/2019 12:00:00 AM
2278935,CLOSED,04/05/2019,296         ,10451    ,EAST 149 STREET                 ,2000892,201,   ,30,ERT  ,04/06/2019,Y1,04/05/2019,04/07/2019 12:00:00 AM
3695139,CLOSED,04/08/2019,939         ,11236    ,EAST 99 STREET                  ,3230230,318,   ,30,ERT  ,04/08/2019,Y1,04/08/2019,04/09/2019 12:00:00 AM
4769933,CLOSED,04/10/2019,115-33      ,11420    ,125 STREET                      ,4252235,410,   ,73,ERT  ,04/10/2019,Y1,04/10/2019,04/11/2019 12:00:00 AM
3695711,CLOSED,04/10/2019,5010        ,11224    ,OCEANVIEW AVENUE                ,3189375,313,   ,1X,BKLYN,04/10/2019,Y1,04/10/2019,04/11/2019 12:00:00 AM
3488433,CLOSED,08/06/2014,8039        ,11236    ,PRESTON COURT                   ,3336939,318,   ,05,BKLYN,04/11/2019,Y1,04/10/2019,04/12/2019 12:00:00 AM
3695961,CLOSED,04/11/2019,263         ,11233    ,MACDONOUGH STREET               ,3046761,303,   ,4A,SPOPS,04/11/2019,Y1,04/11/2019,04/12/2019 12:00:00 AM
4770409,CLOSED,04/15/2019,562         ,11692    ,BEACH 68 STREET                 ,4302691,414,   ,1U,SPOPS,04/15/2019,Y1,04/12/2019,04/16/2019 12:00:00 AM
4729204,CLOSED,04/16/2018,14-22       ,11691    ,WHEATLEY STREET                 ,4297886,414,   ,30,ERT  ,04/16/2019,Y1,04/15/2019,04/17/2019 12:00:00 AM
3696904,CLOSED,04/17/2019,2118        ,11234    ,FLATBUSH AVENUE                 ,3219576,318,   ,30,ERT  ,04/17/2019,Y1,04/17/2019,04/18/2019 12:00:00 AM
3697140,CLOSED,04/17/2019,2116        ,11234    ,FLATBUSH AVENUE                 ,3219575,318,   ,30,ERT  ,04/17/2019,Y1,04/17/2019,04/18/2019 12:00:00 AM
3696874,CLOSED,04/17/2019,202         ,11221    ,CORNELIA STREET                 ,3077590,304,   ,30,ERT  ,04/18/2019,Y1,04/17/2019,04/19/2019 12:00:00 AM
3697138,CLOSED,04/17/2019,2124        ,11234    ,FLATBUSH AVENUE                 ,3219577,318,   ,30,ERT  ,04/18/2019,Y1,04/17/2019,04/19/2019 12:00:00 AM
3542995,CLOSED,01/07/2016,2226        ,11229    ,EAST 15 STREET                  ,3200724,315,   ,30,ERT  ,04/19/2019,Y1,04/19/2019,04/22/2019 12:00:00 AM
3698136,CLOSED,04/22/2019,196 A       ,11215    ,13 STREET                       ,3023356,306,   ,30,ERT  ,04/22/2019,Y1,04/22/2019,04/23/2019 12:00:00 AM
5140925,CLOSED,04/12/2019,338         ,10306    ,HAMDEN AVENUE                   ,5053514,502,   ,29,ST.IS,04/23/2019,Y1,04/22/2019,04/24/2019 12:00:00 AM
3628753,CLOSED,11/24/2017,1928        ,11230    ,CONEY ISLAND AVENUE             ,3175214,312,   ,30,ERT  ,04/24/2019,Y1,04/24/2019,04/25/2019 12:00:00 AM
2280023,CLOSED,04/22/2019,1212        ,10473    ,HARDING PARK                    ,2020113,209,   ,73,BRONX,04/24/2019,Y1,04/23/2019,04/25/2019 12:00:00 AM
5141326,CLOSED,04/25/2019,505 1/2     ,10309    ,SEGUINE AVENUE                  ,5126384,503,   ,30,ERT  ,04/25/2019,Y1,04/25/2019,04/26/2019 12:00:00 AM
3699550,CLOSED,04/29/2019,470         ,11206    ,WILLOUGHBY AVENUE               ,3259363,303,   ,30,ERT  ,04/29/2019,Y1,04/29/2019,04/30/2019 12:00:00 AM
1508878,CLOSED,04/29/2019,37          ,10038    ,JAMES STREET                    ,1001391,103,   ,30,ERT  ,04/30/2019,Y1,04/30/2019,05/01/2019 12:00:00 AM
5141513,CLOSED,04/30/2019,255         ,10301    ,YORK AVENUE                     ,5001076,501,   ,10,ERT  ,05/01/2019,Y1,04/30/2019,05/01/2019 12:00:00 AM
3699973,CLOSED,04/30/2019,924         ,11236    ,EAST 103 STREET                 ,3230429,318,   ,30,ERT  ,05/01/2019,Y1,04/30/2019,05/01/2019 12:00:00 AM
5141513,CLOSED,04/30/2019,255         ,10301    ,YORK AVENUE                     ,5001076,501,   ,10,ERT  ,05/01/2019,Y1,04/30/2019,05/02/2019 12:00:00 AM
3699973,CLOSED,04/30/2019,924         ,11236    ,EAST 103 STREET                 ,3230429,318,   ,30,ERT  ,05/01/2019,Y1,04/30/2019,05/02/2019 12:00:00 AM
3640250,CLOSED,02/28/2018,964         ,11208    ,BELMONT AVENUE                  ,3095390,305,   ,30,ERT  ,05/02/2019,Y1,05/01/2019,05/03/2019 12:00:00 AM
4770787,CLOSED,04/16/2019,150-35      ,11354    ,34 AVENUE                       ,4112936,407,   ,4A,SPOPS,05/02/2019,Y1,05/02/2019,05/03/2019 12:00:00 AM
1508878,CLOSED,04/29/2019,37          ,10038    ,JAMES STREET                    ,1001391,103,   ,30,ERT  ,05/02/2019,Y1,05/02/2019,05/03/2019 12:00:00 AM
1508977,CLOSED,04/30/2019,419         ,10128    ,EAST 91 STREET                  ,1050753,108,   ,1U,SPOPS,05/02/2019,Y1,04/30/2019,05/03/2019 12:00:00 AM
3700723,CLOSED,05/06/2019,153         ,11231    ,WEST 9 STREET                   ,3005688,306,   ,1X,BKLYN,05/06/2019,Y1,05/06/2019,05/07/2019 12:00:00 AM
2280882,CLOSED,05/06/2019,3166        ,10468    ,VILLA AVENUE                    ,2017332,207,   ,7F,CSC  ,05/06/2019,Y1,05/06/2019,05/07/2019 12:00:00 AM
4773690,CLOSED,05/05/2019,92-10 GARAGE,11428    ,218 PLACE                       ,4503908,413,   ,30,ERT  ,05/07/2019,Y1,05/07/2019,05/08/2019 12:00:00 AM
3700910,CLOSED,05/06/2019,496         ,11223    ,AVENUE P                        ,3176053,315,   ,30,ERT  ,05/07/2019,Y1,05/07/2019,05/08/2019 12:00:00 AM
3700911,CLOSED,05/07/2019,494         ,11223    ,AVENUE P                        ,3176052,315,   ,30,ERT  ,05/07/2019,Y1,05/07/2019,05/08/2019 12:00:00 AM
2121536,CLOSED,10/24/2008,882         ,10474    ,IRVINE STREET                   ,2006339,202,   ,31,BRONX,05/08/2019,Y1,05/06/2019,05/09/2019 12:00:00 AM
4764290,CLOSED,02/24/2019,94-02       ,11373    ,42 AVENUE                       ,4039719,404,   ,30,ERT  ,05/09/2019,Y1,05/07/2019,05/10/2019 12:00:00 AM
3701303,CLOSED,05/08/2019,9 GARAGE    ,11208    ,CYPRESS COURT                   ,3352755,305,   ,30,ERT  ,05/09/2019,Y1,05/09/2019,05/10/2019 12:00:00 AM
4774194,CLOSED,05/09/2019,110-11 GAR  ,11435    ,INWOOD STREET                   ,4614872,412,   ,30,ERT  ,05/09/2019,Y1,05/09/2019,05/10/2019 12:00:00 AM
4773407,CLOSED,05/02/2019,224         ,11694    ,BEACH 149 STREET                ,4306930,414,   ,45,QNS.,05/09/2019,Y1,05/08/2019,05/10/2019 12:00:00 AM
2240931,CLOSED,03/24/2017,822         ,10459    ,EAST 165 STREET                 ,2005019,203,   ,73,ERT  ,05/10/2019,Y1,03/31/2019,05/11/2019 12:00:00 AM
3628753,CLOSED,11/24/2017,1928        ,11230    ,CONEY ISLAND AVENUE             ,3175214,312,   ,30,ERT  ,05/10/2019,Y1,05/10/2019,05/11/2019 12:00:00 AM
3701720,CLOSED,05/11/2019,2333        ,11223    ,STILLWELL AVENUE                ,3194171,313,   ,30,ERT  ,05/11/2019,Y1,05/11/2019,05/12/2019 12:00:00 AM
2281209,CLOSED,05/12/2019,1232        ,10459    ,INTERVALE AVENUE                ,2010458,203,   ,30,ERT  ,05/12/2019,Y1,05/12/2019,05/13/2019 12:00:00 AM
2281210,CLOSED,05/12/2019,1234        ,10459    ,INTERVALE AVENUE                ,2010459,203,   ,30,ERT  ,05/12/2019,Y1,05/12/2019,05/13/2019 12:00:00 AM
3660898,CLOSED,08/04/2018,7006        ,11204    ,18 AVENUE                       ,3157282,311,   ,10,ERT  ,05/13/2019,Y1,05/13/2019,05/14/2019 12:00:00 AM
4770787,CLOSED,04/16/2019,150-35      ,11354    ,34 AVENUE                       ,4112936,407,   ,4A,SPOPS,05/13/2019,Y1,05/02/2019,05/14/2019 12:00:00 AM
2281211,CLOSED,05/12/2019,1230        ,10459    ,INTERVALE AVENUE                ,2010457,203,   ,30,ERT  ,05/13/2019,Y1,05/12/2019,05/14/2019 12:00:00 AM
3701761,CLOSED,05/12/2019,155         ,11211    ,POWERS STREET                   ,3069252,301,   ,30,ERT  ,05/13/2019,Y1,05/12/2019,05/14/2019 12:00:00 AM
3701880,CLOSED,05/13/2019,883         ,11207    ,BLAKE AVENUE                    ,3258792,305,   ,30,ERT  ,05/13/2019,Y1,05/13/2019,05/14/2019 12:00:00 AM
4774639,CLOSED,05/13/2019,42-30       ,11101    ,11 STREET                       ,4005297,402,IBZ,30,ERT  ,05/13/2019,Y1,05/13/2019,05/14/2019 12:00:00 AM
3701969,CLOSED,05/13/2019,885         ,11207    ,BLAKE AVENUE                    ,3258791,305,   ,30,ERT  ,05/13/2019,Y1,05/13/2019,05/14/2019 12:00:00 AM
2199105,CLOSED,06/06/2014,2116        ,10473    ,LACOMBE AVENUE                  ,2021066,209,   ,30,ERT  ,05/15/2019,Y1,05/14/2019,05/16/2019 12:00:00 AM
2239144,CLOSED,02/10/2017,537         ,10458    ,EAST 187 STREET                 ,2011747,206,   ,30,ERT  ,05/15/2019,Y1,05/14/2019,05/16/2019 12:00:00 AM
3702251,CLOSED,05/15/2019,343         ,11208    ,CRESCENT STREET                 ,3093467,305,   ,30,ERT  ,05/15/2019,Y1,05/09/2019,05/16/2019 12:00:00 AM
3702252,CLOSED,05/15/2019,343 GARAGE  ,11208    ,CRESCENT STREET                 ,3352899,305,   ,30,ERT  ,05/15/2019,Y1,05/09/2019,05/16/2019 12:00:00 AM
3702558,CLOSED,05/16/2019,151         ,11216    ,QUINCY STREET                   ,3056469,303,   ,7F,CSC  ,05/16/2019,Y1,05/16/2019,05/17/2019 12:00:00 AM
3555109,CLOSED,04/18/2016,1671        ,11234    ,COLEMAN STREET                  ,3219496,318,   ,30,ERT  ,05/17/2019,Y1,05/15/2019,05/18/2019 12:00:00 AM
3702680,CLOSED,05/17/2019,801         ,11205    ,BEDFORD AVENUE                  ,3425002,303,   ,30,ERT  ,05/17/2019,Y1,05/17/2019,05/18/2019 12:00:00 AM
3702633,CLOSED,05/17/2019,327         ,11211    ,SOUTH 5 STREET                  ,3063488,301,   ,30,ERT  ,05/17/2019,Y1,05/17/2019,05/18/2019 12:00:00 AM
3702343,CLOSED,05/15/2019,229         ,11213    ,ALBANY AVENUE                   ,3036390,308,   ,30,ERT  ,05/17/2019,Y1,05/15/2019,05/18/2019 12:00:00 AM
3702969,CLOSED,05/20/2019,447         ,11208    ,LINWOOD STREET                  ,3088947,305,   ,30,ERT  ,05/20/2019,Y1,05/20/2019,05/21/2019 12:00:00 AM
3515329,CLOSED,05/16/2015,1011        ,11236    ,EAST 92 STREET                  ,3228807,318,   ,30,ERT  ,05/21/2019,Y1,05/17/2019,05/22/2019 12:00:00 AM
2281559,CLOSED,05/17/2019,758         ,10467    ,EAST 215 STREET                 ,2057869,212,   ,30,BEST ,05/21/2019,Y1,05/16/2019,05/22/2019 12:00:00 AM
3702343,CLOSED,05/15/2019,229         ,11213    ,ALBANY AVENUE                   ,3036390,308,   ,30,ERT  ,05/22/2019,Y1,05/15/2019,05/23/2019 12:00:00 AM
4768697,CLOSED,04/01/2019,132-54      ,11355    ,POPLE AVENUE                    ,4115135,407,   ,6S,ELEVR,05/22/2019,Y1,05/22/2019,05/23/2019 12:00:00 AM
3700911,CLOSED,05/07/2019,494         ,11223    ,AVENUE P                        ,3176052,315,   ,30,ERT  ,05/22/2019,Y1,05/22/2019,05/23/2019 12:00:00 AM
1511081,CLOSED,05/23/2019,184         ,10014    ,WAVERLY PLACE                   ,1078124,102,   ,7F,CSC  ,05/23/2019,Y1,05/23/2019,05/24/2019 12:00:00 AM
3545852,CLOSED,02/02/2016,2289        ,11207    ,PITKIN AVENUE                   ,3390500,305,   ,37,ERT  ,05/23/2019,Y1,05/22/2019,05/24/2019 12:00:00 AM
3703480,CLOSED,05/22/2019,103         ,11231    ,KING STREET                     ,3008552,306,   ,30,ERT  ,05/23/2019,Y1,05/23/2019,05/24/2019 12:00:00 AM
3694569,CLOSED,04/04/2019,702         ,11220    ,44 STREET                       ,3011356,307,   ,30,ERT  ,05/24/2019,Y1,05/24/2019,05/25/2019 12:00:00 AM
4775731,CLOSED,05/22/2019,118-05      ,11418    ,ATLANTIC AVENUE                 ,4196648,409,   ,45,Q-L  ,05/24/2019,Y1,05/23/2019,05/25/2019 12:00:00 AM
2166725,CLOSED,11/23/2011,3303        ,10469    ,BRONXWOOD AVENUE                ,2056467,212,   ,31,BRONX,05/30/2019,Y1,05/29/2019,05/31/2019 12:00:00 AM
1511564,CLOSED,05/30/2019,348         ,10019    ,WEST 52 STREET                  ,1025216,104,   ,30,ERT  ,05/30/2019,Y1,05/30/2019,05/31/2019 12:00:00 AM
1511565,CLOSED,05/30/2019,352         ,10019    ,WEST 52 STREET                  ,1088998,104,   ,30,ERT  ,05/30/2019,Y1,05/30/2019,05/31/2019 12:00:00 AM
3542995,CLOSED,01/07/2016,2226        ,11229    ,EAST 15 STREET                  ,3200724,315,   ,30,ERT  ,05/31/2019,Y1,05/31/2019,06/01/2019 12:00:00 AM
4773584,CLOSED,05/03/2019,117-48      ,11436    ,143 STREET                      ,4260696,412,   ,73,QNS.,05/31/2019,Y1,05/03/2019,06/01/2019 12:00:00 AM
3704238,CLOSED,05/28/2019,419         ,11209    ,99 STREET                       ,3156031,310,   ,05,BKLYN,05/31/2019,Y1,05/29/2019,06/01/2019 12:00:00 AM
