Complaint Number,Status,Date Entered,House Number,ZIP Code,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
1412904,CLOSED,12/24/2015,356         ,10009    ,EAST 8 STREET                   ,1004504,103,   ,4C,EXCAV,12/24/2015,Y1,12/24/2015,11/07/2018 12:00:00 AM
4644077,CLOSED,02/12/2016,154-32      ,11357    ,RIVERSIDE DRIVE                 ,4103243,407,   ,30,ERT  ,02/12/2016,Y1,02/12/2016,11/07/2018 12:00:00 AM
3368840,CLOSED,02/17/2011,2           ,11235    ,BANNER    3 TERRACE             ,3196337,313,   ,29,BKLYN,03/16/2011,Y1,02/26/2011,11/07/2018 12:00:00 AM
3472727,CLOSED,03/17/2014,1684 GARAGE ,11234    ,EAST 49 STREET                  ,3376223,318,   ,45,BKLYN,04/18/2014,Y1,04/17/2014,11/07/2018 12:00:00 AM
1483671,CLOSED,07/09/2018,16          ,10027    ,WEST 129 STREET                 ,1053699,110,   ,1Z,EXEC ,07/09/2018,Y1,07/07/2018,11/07/2018 12:00:00 AM
3390255,CLOSED,09/15/2011,1482        ,11210    ,BROOKLYN AVENUE                 ,3113893,317,   ,45,BKLYN,12/28/2011,Y1,12/28/2011,11/07/2018 12:00:00 AM
3392084,CLOSED,10/05/2011,425         ,11212    ,HERZL STREET                    ,3082268,316,   ,30,BKLYN,10/05/2011,Y1,10/05/2011,11/07/2018 12:00:00 AM
3360829,CLOSED,11/12/2010,617         ,11215    ,   5 AVENUE                     ,3016450,307,   ,30,ERT  ,11/13/2010,Y1,11/12/2010,11/07/2018 12:00:00 AM
4613443,CLOSED,03/18/2015,91-29       ,11421    ,90 STREET                       ,4186307,409,   ,30,ERT  ,03/19/2015,Y1,03/19/2015,11/07/2018 12:00:00 AM
3616845,CLOSED,08/28/2017,906         ,11221    ,GATES AVENUE                    ,3044665,303,   ,30,ERT  ,09/15/2017,Y1,09/15/2017,11/07/2018 12:00:00 AM
2231412,CLOSED,08/16/2016,573         ,10454    ,EAST 141 STREET                 ,2115829,201,   ,30,ERT  ,08/16/2016,Y1,08/16/2016,11/07/2018 12:00:00 AM
4753895,CLOSED,11/07/2018,58-44       ,11355    ,136 STREET                      ,4139309,407,   ,1X,QNS.,11/08/2018,Y1,11/08/2018,11/09/2018 12:00:00 AM
3674666,CLOSED,11/08/2018,127         ,11207    ,ASHFORD STREET                  ,3087663,305,   ,30,ERT  ,11/08/2018,Y1,11/08/2018,11/09/2018 12:00:00 AM
3674688,CLOSED,11/08/2018,37          ,11222    ,JEWEL STREET                    ,3066324,301,   ,30,ERT  ,11/08/2018,Y1,11/08/2018,11/09/2018 12:00:00 AM
1497567,CLOSED,12/19/2018,113         ,10013    ,MOTT STREET                     ,1079536,102,   ,30,ERT  ,12/19/2018,Y1,12/19/2018,12/20/2018 12:00:00 AM
1497599,CLOSED,12/19/2018,113 REAR    ,10013    ,MOTT STREET                     ,1079537,102,   ,37,ERT  ,12/19/2018,Y1,12/19/2018,12/20/2018 12:00:00 AM
3501904,CLOSED,12/21/2014,5311        ,11220    ,4 AVENUE                        ,3014232,307,   ,30,ERT  ,12/20/2018,Y1,12/14/2018,12/21/2018 12:00:00 AM
2220298,CLOSED,12/11/2015,2098        ,10457    ,VALENTINE AVENUE                ,2013346,205,   ,30,ERT  ,12/21/2018,Y1,12/20/2018,12/22/2018 12:00:00 AM
1497734,CLOSED,12/21/2018,23          ,10007    ,PARK PLACE                      ,1001403,101,   ,30,ERT  ,12/21/2018,Y1,12/21/2018,12/22/2018 12:00:00 AM
1497744,CLOSED,12/21/2018,21          ,10007    ,PARK PLACE                      ,1001402,101,   ,30,ERT  ,12/21/2018,Y1,12/21/2018,12/22/2018 12:00:00 AM
3680154,CLOSED,12/21/2018,629         ,11236    ,EAST 89 STREET                  ,3224114,318,   ,1X,BKLYN,12/21/2018,Y1,12/15/2018,12/22/2018 12:00:00 AM
2273437,CLOSED,12/21/2018,915         ,10452    ,OGDEN AVENUE                    ,2003445,204,   ,30,ERT  ,12/22/2018,Y1,12/21/2018,12/23/2018 12:00:00 AM
3680325,CLOSED,12/23/2018,1456        ,11207    ,BUSHWICK AVENUE                 ,3080208,304,   ,30,ERT  ,12/23/2018,Y1,12/22/2018,12/24/2018 12:00:00 AM
3680346,CLOSED,12/23/2018,1458        ,11207    ,BUSHWICK AVENUE                 ,3080209,304,   ,30,ERT  ,12/23/2018,Y1,12/22/2018,12/24/2018 12:00:00 AM
3680326,CLOSED,12/23/2018,611         ,11203    ,EAST 48 STREET                  ,3104283,317,   ,37,ERT  ,12/23/2018,Y1,12/22/2018,12/24/2018 12:00:00 AM
3680333,CLOSED,12/23/2018,57          ,11218    ,CATON PLACE                     ,3124075,307,   ,30,ERT  ,12/23/2018,Y1,12/23/2018,12/24/2018 12:00:00 AM
4758473,CLOSED,12/23/2018,95-32       ,11435    ,150 STREET                      ,4214042,412,IBZ,30,ERT  ,12/24/2018,Y1,12/23/2018,12/25/2018 12:00:00 AM
4758497,CLOSED,12/24/2018,117-27      ,11412    ,203 STREET                      ,4272206,412,   ,30,ERT  ,12/24/2018,Y1,12/24/2018,12/25/2018 12:00:00 AM
2273437,CLOSED,12/21/2018,915         ,10452    ,OGDEN AVENUE                    ,2003445,204,   ,30,ERT  ,12/25/2018,Y1,12/21/2018,12/26/2018 12:00:00 AM
3680325,CLOSED,12/23/2018,1456        ,11207    ,BUSHWICK AVENUE                 ,3080208,304,   ,30,ERT  ,12/25/2018,Y1,12/22/2018,12/26/2018 12:00:00 AM
2273580,CLOSED,12/27/2018,1280        ,10461    ,PELHAM PARKWAY SOUTH            ,2049365,211,   ,30,ERT  ,12/27/2018,Y1,12/27/2018,12/28/2018 12:00:00 AM
3605321,CLOSED,06/06/2017,4913        ,11220    ,7 AVENUE                        ,3013081,307,   ,45,BKLYN,12/28/2018,Y1,12/27/2018,12/29/2018 12:00:00 AM
3680886,CLOSED,12/28/2018,1914        ,11234    ,UTICA AVENUE                    ,3217717,318,   ,37,BKLYN,12/28/2018,Y1,12/28/2018,12/29/2018 12:00:00 AM
4758892,CLOSED,12/29/2018,171-12      ,11433    ,107 AVENUE                      ,4218349,412,   ,30,ERT  ,12/29/2018,Y1,12/29/2018,12/30/2018 12:00:00 AM
4758896,CLOSED,12/29/2018,171-10      ,11433    ,107 AVENUE                      ,4218348,412,   ,30,ERT  ,12/29/2018,Y1,12/29/2018,12/30/2018 12:00:00 AM
4758897,CLOSED,12/29/2018,171-16      ,11433    ,107 AVENUE                      ,4218350,412,   ,30,ERT  ,12/29/2018,Y1,12/29/2018,12/30/2018 12:00:00 AM
3680975,CLOSED,12/30/2018,214         ,11233    ,PATCHEN AVENUE                  ,3046927,303,   ,30,ERT  ,12/30/2018,Y1,12/30/2018,12/31/2018 12:00:00 AM
4758922,CLOSED,12/30/2018,187-03      ,11413    ,RIDGEDALE STREET                ,4274026,412,   ,30,ERT  ,12/30/2018,Y1,12/30/2018,12/31/2018 12:00:00 AM
3646788,CLOSED,04/20/2018,938         ,11219    ,56 STREET                       ,3139916,312,   ,45,BKLYN,12/31/2018,Y1,12/28/2018,01/01/2019 12:00:00 AM
3676948,CLOSED,11/26/2018,446         ,11207    ,ASHFORD STREET                  ,3089480,305,   ,45,SPOPS,12/31/2018,Y1,12/28/2018,01/01/2019 12:00:00 AM
3678550,CLOSED,12/07/2018,53          ,11208    ,HALE AVENUE                     ,3086767,305,   ,29,BKLYN,12/31/2018,Y1,12/31/2018,01/01/2019 12:00:00 AM
1498218,CLOSED,12/31/2018,166         ,10002    ,HENRY STREET                    ,1003237,103,   ,30,ERT  ,12/31/2018,Y1,12/31/2018,01/01/2019 12:00:00 AM
5138873,CLOSED,01/01/2019,79          ,10301    ,MONROE AVENUE                   ,5171270,501,   ,30,ERT  ,01/01/2019,Y1,01/01/2019,01/02/2019 12:00:00 AM
5138874,CLOSED,01/01/2019,77          ,10301    ,MONROE AVENUE                   ,5093231,501,   ,30,ERT  ,01/01/2019,Y1,01/01/2019,01/02/2019 12:00:00 AM
2273792,CLOSED,01/02/2019,3631        ,10467    ,BARNES AVENUE                   ,2057879,212,   ,30,ERT  ,01/02/2019,Y1,01/01/2019,01/03/2019 12:00:00 AM
4759140,CLOSED,01/02/2019,226-08      ,11413    ,141 AVENUE                      ,4283665,413,   ,30,ERT  ,01/02/2019,Y1,01/02/2019,01/03/2019 12:00:00 AM
4759154,CLOSED,01/02/2019,226-06      ,11413    ,141 AVENUE                      ,4283666,413,   ,30,ERT  ,01/02/2019,Y1,01/02/2019,01/03/2019 12:00:00 AM
3680886,CLOSED,12/28/2018,1914        ,11234    ,UTICA AVENUE                    ,3217717,318,   ,37,BKLYN,01/02/2019,Y1,12/31/2018,01/03/2019 12:00:00 AM
4759118,CLOSED,01/02/2019,107-46      ,11419    ,120 STREET                      ,4205486,410,   ,45,QNS.,01/03/2019,Y1,01/02/2019,01/04/2019 12:00:00 AM
4759261,CLOSED,01/03/2019,144-50      ,11434    ,158 STREET                      ,4296658,413,   ,30,ERT  ,01/03/2019,Y1,01/03/2019,01/04/2019 12:00:00 AM
4759271,CLOSED,01/03/2019,144-48      ,11434    ,158 STREET                      ,4296657,413,   ,30,ERT  ,01/03/2019,Y1,01/03/2019,01/04/2019 12:00:00 AM
2273754,CLOSED,12/31/2018,1280        ,10461    ,PELHAM PARKWAY SOUTH            ,2049365,211,   ,31,BRONX,01/03/2019,Y1,12/31/2018,01/04/2019 12:00:00 AM
5138883,CLOSED,01/02/2019,79          ,10301    ,MONROE AVENUE                   ,5171270,501,   ,1X,ST.IS,01/04/2019,Y1,01/03/2019,01/05/2019 12:00:00 AM
5138884,CLOSED,01/02/2019,77          ,10301    ,MONROE AVENUE                   ,5093231,501,   ,1X,ST.IS,01/04/2019,Y1,01/03/2019,01/05/2019 12:00:00 AM
3681524,CLOSED,01/04/2019,561         ,11207    ,CENTRAL AVENUE                  ,3078815,304,   ,30,ERT  ,01/04/2019,Y1,01/04/2019,01/05/2019 12:00:00 AM
3681553,CLOSED,01/04/2019,540         ,11209    ,80 STREET                       ,3151372,310,   ,1X,BKLYN,01/04/2019,Y1,01/04/2019,01/05/2019 12:00:00 AM
3681560,CLOSED,01/04/2019,1222        ,11221    ,MYRTLE AVENUE                   ,3073085,304,   ,1X,BKLYN,01/04/2019,Y1,01/04/2019,01/05/2019 12:00:00 AM
5138917,CLOSED,01/03/2019,2 GARAGE    ,10312    ,HILLTOP ROAD                    ,5144960,503,   ,30,ERT  ,01/04/2019,Y1,01/04/2019,01/05/2019 12:00:00 AM
4759573,CLOSED,01/07/2019,115-36      ,11434    ,159 STREET                      ,4435278,412,   ,30,ERT  ,01/07/2019,Y1,01/07/2019,01/08/2019 12:00:00 AM
1498673,CLOSED,01/07/2019,517         ,10035    ,EAST 118 STREET                 ,1054895,111,   ,30,ERT  ,01/07/2019,Y1,01/07/2019,01/08/2019 12:00:00 AM
1498686,CLOSED,01/07/2019,515 1/2     ,10035    ,EAST 118 STREET                 ,1054912,111,   ,30,ERT  ,01/07/2019,Y1,01/07/2019,01/08/2019 12:00:00 AM
1420448,CLOSED,04/05/2016,192         ,10011    ,8 AVENUE                        ,1014007,104,   ,05,ERT  ,01/08/2019,Y1,01/08/2019,01/09/2019 12:00:00 AM
5138907,CLOSED,01/03/2019,26          ,10303    ,WALLOON STREET                  ,5027612,501,   ,1X,ST.IS,01/08/2019,Y1,01/07/2019,01/09/2019 12:00:00 AM
3682196,CLOSED,01/09/2019,242         ,11233    ,HOWARD AVENUE                   ,3041432,303,   ,30,BEST ,01/09/2019,Y1,01/09/2019,01/10/2019 12:00:00 AM
5138963,CLOSED,01/07/2019,2 GARAGE    ,10312    ,HILLTOP ROAD                    ,5144960,503,   ,1X,ST.IS,01/10/2019,Y1,01/09/2019,01/11/2019 12:00:00 AM
4759946,CLOSED,01/09/2019,84-52       ,11373    ,GRAND AVENUE                    ,4065659,404,   ,30,ERT  ,01/10/2019,Y1,01/10/2019,01/11/2019 12:00:00 AM
4759953,CLOSED,01/10/2019,90-43       ,11423    ,204 STREET                      ,4223130,412,   ,30,ERT  ,01/10/2019,Y1,01/10/2019,01/11/2019 12:00:00 AM
1498961,CLOSED,01/10/2019,18          ,10007    ,MURRAY STREET                   ,1001406,101,   ,4M,BEST ,01/11/2019,Y1,01/11/2019,01/12/2019 12:00:00 AM
3664975,CLOSED,08/28/2018,6905        ,11228    ,11 AVENUE                       ,3156374,310,   ,45,BKLYN,01/11/2019,Y1,01/10/2019,01/12/2019 12:00:00 AM
1499079,CLOSED,01/11/2019,18          ,10007    ,MURRAY STREET                   ,1001406,101,   ,73,MAN.,01/11/2019,Y1,01/11/2019,01/12/2019 12:00:00 AM
5139054,CLOSED,01/13/2019,138         ,10305    ,FINGERBOARD ROAD                ,5144200,501,   ,30,ERT  ,01/13/2019,Y1,01/13/2019,01/14/2019 12:00:00 AM
4397301,CLOSED,04/20/2009,107-56      ,11433    ,MERRICK BOULEVARD               ,4457489,412,   ,45,QNS.,01/15/2019,Y1,01/15/2019,01/16/2019 12:00:00 AM
3682829,CLOSED,01/15/2019,1546        ,11212    ,EAST NEW YORK AVENUE            ,3080668,316,   ,73,SPOPS,01/15/2019,Y1,01/14/2019,01/16/2019 12:00:00 AM
4700763,CLOSED,07/29/2017,87-17       ,11418    ,124 STREET                      ,4196117,409,   ,45,QNS.,01/16/2019,Y1,12/11/2018,01/17/2019 12:00:00 AM
3682984,CLOSED,01/16/2019,530         ,11222    ,MORGAN AVENUE                   ,3069710,301,IBZ,30,ERT  ,01/16/2019,Y1,01/16/2019,01/17/2019 12:00:00 AM
4760514,CLOSED,01/16/2019,120-20      ,11419    ,101 AVENUE                      ,4200609,409,   ,30,ERT  ,01/16/2019,Y1,01/16/2019,01/17/2019 12:00:00 AM
3683025,CLOSED,01/16/2019,122         ,11206    ,HART STREET                     ,3426610,303,   ,10,ERT  ,01/16/2019,Y1,01/15/2019,01/17/2019 12:00:00 AM
3471725,CLOSED,03/06/2014,684         ,11221    ,MADISON STREET                  ,3045210,303,   ,30,ERT  ,01/17/2019,Y1,01/15/2019,01/18/2019 12:00:00 AM
2239964,CLOSED,03/01/2017,1340        ,10456    ,COLLEGE AVENUE                  ,2007230,204,   ,30,ERT  ,01/17/2019,Y1,01/16/2019,01/18/2019 12:00:00 AM
5138955,CLOSED,01/06/2019,41          ,10314    ,WALCOTT AVENUE                  ,5033870,502,   ,45,ST.IS,01/17/2019,Y1,01/16/2019,01/18/2019 12:00:00 AM
3683077,CLOSED,01/16/2019,2999        ,11208    ,FULTON STREET                   ,3087692,305,   ,30,ERT  ,01/17/2019,Y1,01/17/2019,01/18/2019 12:00:00 AM
4760613,CLOSED,01/17/2019,166-11      ,11432    ,91 AVENUE                       ,4209625,412,   ,30,ERT  ,01/17/2019,Y1,01/17/2019,01/18/2019 12:00:00 AM
4760502,CLOSED,01/16/2019,120-18      ,11419    ,101 AVENUE                      ,4200608,409,   ,30,ERT  ,01/17/2019,Y1,01/16/2019,01/18/2019 12:00:00 AM
2274523,CLOSED,01/16/2019,235         ,10470    ,EAST 235 STREET                 ,2019123,212,   ,30,ERT  ,01/17/2019,Y1,01/17/2019,01/18/2019 12:00:00 AM
3683346,CLOSED,01/18/2019,57          ,11231    ,DOUGLAS STREET                  ,3006515,306,   ,4C,EXCAV,01/18/2019,Y1,01/18/2019,01/19/2019 12:00:00 AM
3683359,CLOSED,01/18/2019,3001        ,11208    ,FULTON STREET                   ,3413960,305,   ,03,ERT  ,01/18/2019,Y1,01/18/2019,01/19/2019 12:00:00 AM
3683360,CLOSED,01/18/2019,3005        ,11208    ,FULTON STREET                   ,3413959,305,   ,03,ERT  ,01/18/2019,Y1,01/18/2019,01/19/2019 12:00:00 AM
3683424,CLOSED,01/19/2019,2681        ,11207    ,ATLANTIC AVENUE                 ,3083316,305,   ,30,ERT  ,01/19/2019,Y1,01/19/2019,01/20/2019 12:00:00 AM
3683426,CLOSED,01/19/2019,2679        ,11207    ,ATLANTIC AVENUE                 ,3083317,305,   ,30,ERT  ,01/19/2019,Y1,01/19/2019,01/20/2019 12:00:00 AM
3683436,CLOSED,01/19/2019,561         ,11210    ,EAST 29 STREET                  ,3121037,314,   ,30,ERT  ,01/20/2019,Y1,01/19/2019,01/21/2019 12:00:00 AM
3683453,CLOSED,01/20/2019,2683        ,11207    ,ATLANTIC AVENUE                 ,3339353,305,   ,30,ERT  ,01/20/2019,Y1,01/20/2019,01/21/2019 12:00:00 AM
3683578,CLOSED,01/22/2019,70          ,11205    ,CLERMONT AVENUE                 ,3396813,302,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683579,CLOSED,01/22/2019,13          ,11207    ,SCHENCK AVENUE                  ,3086878,305,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683633,CLOSED,01/22/2019,563         ,11210    ,EAST 29 STREET                  ,3121036,314,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683665,CLOSED,01/22/2019,1753        ,11207    ,LINDEN BOULEVARD                ,3085945,305,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683700,CLOSED,01/22/2019,2184        ,11223    ,MCDONALD AVENUE                 ,3191412,311,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
4760942,CLOSED,01/21/2019,128-20      ,11356    ,14 AVENUE                       ,4098488,407,   ,30,ERT  ,01/22/2019,Y1,01/21/2019,01/23/2019 12:00:00 AM
3683591,CLOSED,01/22/2019,68          ,11205    ,CLERMONT AVENUE                 ,3393707,302,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683625,CLOSED,01/22/2019,11          ,11207    ,SCHENCK AVENUE                  ,3086879,305,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683626,CLOSED,01/22/2019,17          ,11207    ,SCHENCK AVENUE                  ,3086877,305,   ,30,ERT  ,01/22/2019,Y1,01/22/2019,01/23/2019 12:00:00 AM
3683744,CLOSED,01/23/2019,108         ,11221    ,HIMROD STREET                   ,3074718,304,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
3683771,CLOSED,01/23/2019,110         ,11221    ,HIMROD STREET                   ,3074719,304,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
5139196,CLOSED,01/23/2019,192         ,10301    ,VICTORY BOULEVARD               ,5014737,501,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
5139197,CLOSED,01/23/2019,55          ,10309    ,TYRELLAN AVENUE                 ,5170015,503,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
4761225,CLOSED,01/23/2019,114-30      ,11434    ,158 STREET                      ,4264488,412,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
5139208,CLOSED,01/23/2019,190         ,10301    ,VICTORY BOULEVARD               ,5014738,501,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
4761256,CLOSED,01/23/2019,114-26      ,11434    ,158 STREET                      ,4264487,412,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
4761257,CLOSED,01/23/2019,114-32      ,11434    ,158 STREET                      ,4264489,412,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
3683887,CLOSED,01/23/2019,351 REAR    ,11231    ,VAN BRUNT STREET                ,3398752,306,   ,30,ERT  ,01/23/2019,Y1,01/23/2019,01/24/2019 12:00:00 AM
3683976,CLOSED,01/24/2019,42          ,11221    ,MALCOLM X BOULEVARD             ,3825326,303,   ,10,ERT  ,01/24/2019,Y1,01/24/2019,01/25/2019 12:00:00 AM
4673768,CLOSED,11/17/2016,120-36      ,11412    ,199 STREET                      ,4273432,412,   ,30,ERT  ,01/25/2019,Y1,01/25/2019,01/26/2019 12:00:00 AM
5138590,CLOSED,12/09/2018,90          ,10303    ,HARBOR LOOP                     ,5165240,501,   ,30,ERT  ,01/25/2019,Y1,01/23/2019,01/26/2019 12:00:00 AM
5139243,CLOSED,01/25/2019,25          ,10305    ,BELAIR ROAD                     ,5090908,501,   ,30,ERT  ,01/25/2019,Y1,01/25/2019,01/26/2019 12:00:00 AM
3684047,CLOSED,01/25/2019,331         ,11211    ,GRAND STREET                    ,3062702,301,   ,30,ERT  ,01/25/2019,Y1,01/25/2019,01/26/2019 12:00:00 AM
4761447,CLOSED,01/25/2019,313         ,11693    ,BEACH 86 STREET                 ,4303380,414,   ,37,ERT  ,01/25/2019,Y1,01/25/2019,01/26/2019 12:00:00 AM
3684142,CLOSED,01/25/2019,335         ,11211    ,GRAND STREET                    ,3062701,301,   ,30,ERT  ,01/25/2019,Y1,01/25/2019,01/26/2019 12:00:00 AM
3684143,CLOSED,01/25/2019,329         ,11211    ,GRAND STREET                    ,3062703,301,   ,30,ERT  ,01/25/2019,Y1,01/25/2019,01/26/2019 12:00:00 AM
5139218,CLOSED,01/24/2019,191         ,10305    ,EDGEWATER STREET                ,5042100,501,   ,1X,ST.IS,01/29/2019,Y1,01/25/2019,01/30/2019 12:00:00 AM
5139220,CLOSED,01/24/2019,190         ,10301    ,VICTORY BOULEVARD               ,5014738,501,   ,1X,ST.IS,01/29/2019,Y1,01/25/2019,01/30/2019 12:00:00 AM
5139221,CLOSED,01/24/2019,192         ,10301    ,VICTORY BOULEVARD               ,5014737,501,   ,1X,ST.IS,01/29/2019,Y1,01/25/2019,01/30/2019 12:00:00 AM
5139305,CLOSED,01/29/2019,25          ,10305    ,BELAIR ROAD                     ,5090908,501,   ,1X,ST.IS,01/30/2019,Y1,01/30/2019,01/31/2019 12:00:00 AM
4761995,CLOSED,01/31/2019,148-38      ,11355    ,60 AVENUE                       ,4140905,407,   ,30,ERT  ,02/01/2019,Y1,01/31/2019,02/02/2019 12:00:00 AM
3684782,CLOSED,01/31/2019,376         ,11206    ,VERNON AVENUE                   ,3042945,303,   ,30,ERT  ,02/01/2019,Y1,01/31/2019,02/02/2019 12:00:00 AM
3685244,CLOSED,02/03/2019,140         ,11231    ,DIKEMAN STREET                  ,3332120,306,   ,30,ERT  ,02/04/2019,Y1,02/03/2019,02/05/2019 12:00:00 AM
3685272,CLOSED,02/04/2019,1196        ,11208    ,LIBERTY AVENUE                  ,3094487,305,   ,30,ERT  ,02/04/2019,Y1,02/04/2019,02/05/2019 12:00:00 AM
3685357,CLOSED,02/04/2019,548         ,11207    ,BELMONT AVENUE                  ,3089430,305,   ,30,ERT  ,02/04/2019,Y1,02/04/2019,02/05/2019 12:00:00 AM
3685391,CLOSED,02/04/2019,546         ,11207    ,BELMONT AVENUE                  ,3089429,305,   ,30,ERT  ,02/04/2019,Y1,02/04/2019,02/05/2019 12:00:00 AM
3685450,CLOSED,02/05/2019,165         ,11222    ,RUSSELL STREET                  ,3066429,301,   ,30,ERT  ,02/05/2019,Y1,02/05/2019,02/06/2019 12:00:00 AM
3528247,CLOSED,08/28/2015,1227        ,11219    ,47 STREET                       ,3396984,312,   ,30,ERT  ,02/06/2019,Y1,02/06/2019,02/07/2019 12:00:00 AM
3685324,CLOSED,02/04/2019,401         ,11208    ,LINWOOD STREET                  ,3088671,305,   ,1X,BKLYN,02/06/2019,Y1,02/05/2019,02/07/2019 12:00:00 AM
4762551,CLOSED,02/06/2019,24-38       ,11370    ,82 STREET                       ,4022888,403,   ,4A,SPOPS,02/06/2019,Y1,02/06/2019,02/07/2019 12:00:00 AM
3685877,CLOSED,02/07/2019,381         ,11207    ,ASHFORD STREET                  ,3089191,305,   ,30,ERT  ,02/07/2019,Y1,02/07/2019,02/08/2019 12:00:00 AM
2275696,CLOSED,02/08/2019,113         ,10453    ,EAST 183 STREET                 ,2013897,205,   ,30,ERT  ,02/08/2019,Y1,02/08/2019,02/09/2019 12:00:00 AM
3685994,CLOSED,02/08/2019,472         ,11212    ,HERZEL STREET                   ,3082465,316,   ,73,SPOPS,02/08/2019,Y1,02/08/2019,02/09/2019 12:00:00 AM
5139471,CLOSED,02/09/2019,413         ,10301    ,WESTERVELT AVENUE               ,5000445,501,   ,30,ERT  ,02/09/2019,Y1,02/09/2019,02/10/2019 12:00:00 AM
4750374,CLOSED,10/05/2018,219 34      ,11428    ,JAMAICA AVENUE                  ,4231215,413,   ,73,QNS.,02/12/2019,Y1,02/11/2019,02/13/2019 12:00:00 AM
3686400,CLOSED,02/12/2019,1865        ,11214    ,BATH AVENUE                     ,3167780,311,   ,37,ERT  ,02/12/2019,Y1,02/12/2019,02/13/2019 12:00:00 AM
4763108,CLOSED,02/12/2019,144-92      ,11434    ,167 STREET                      ,4285039,413,   ,30,ERT  ,02/12/2019,Y1,02/12/2019,02/13/2019 12:00:00 AM
5139499,CLOSED,02/12/2019,413         ,10301    ,WESTERVELT AVENUE               ,5000445,501,   ,1X,ST.IS,02/13/2019,Y1,02/13/2019,02/14/2019 12:00:00 AM
1501681,CLOSED,02/13/2019,605         ,10009    ,EAST 9 STREET                   ,1079685,103,   ,73,MAN.,02/14/2019,Y1,02/13/2019,02/15/2019 12:00:00 AM
3686590,CLOSED,02/14/2019,530         ,11201    ,FULTON STREET                   ,3000467,302,   ,1X,BKLYN,02/14/2019,Y1,02/05/2019,02/15/2019 12:00:00 AM
2272957,CLOSED,12/11/2018,2070        ,10457    ,VALENTINE AVENUE                ,2013293,205,   ,45,BRONX,02/15/2019,Y1,02/11/2019,02/16/2019 12:00:00 AM
4763419,CLOSED,02/15/2019,35-21       ,11106    ,10 STREET                       ,4003957,401,   ,30,ERT  ,02/15/2019,Y1,02/15/2019,02/16/2019 12:00:00 AM
3686949,CLOSED,02/18/2019,141         ,11238    ,GREENE AVENUE                   ,3055505,302,   ,30,ERT  ,02/18/2019,Y1,02/18/2019,02/19/2019 12:00:00 AM
3686928,CLOSED,02/17/2019,278         ,11208    ,ESSEX STREET                    ,3088384,305,   ,30,ERT  ,02/18/2019,Y1,02/18/2019,02/19/2019 12:00:00 AM
2275897,CLOSED,02/12/2019,754         ,10467    ,EAST 215 STREET                 ,2057868,212,   ,30,ERT  ,02/20/2019,Y1,02/19/2019,02/21/2019 12:00:00 AM
3687256,CLOSED,02/20/2019,94          ,11216    ,MONROE STREET                   ,3057127,303,   ,30,ERT  ,02/20/2019,Y1,02/20/2019,02/21/2019 12:00:00 AM
1501961,CLOSED,02/16/2019,3688        ,10031    ,BROADWAY                        ,1062215,109,   ,4A,SPOPS,02/20/2019,Y1,02/20/2019,02/21/2019 12:00:00 AM
4764290,CLOSED,02/24/2019,94-02       ,11373    ,42 AVENUE                       ,4039719,404,   ,30,ERT  ,02/24/2019,Y1,02/24/2019,02/25/2019 12:00:00 AM
3687894,CLOSED,02/24/2019,390         ,11208    ,SHEPHERD AVENUE                 ,3826679,305,   ,30,ERT  ,02/24/2019,Y1,02/24/2019,02/25/2019 12:00:00 AM
3687908,CLOSED,02/24/2019,260         ,11207    ,SCHENCK AVENUE                  ,3328413,305,   ,30,ERT  ,02/24/2019,Y1,02/24/2019,02/25/2019 12:00:00 AM
3657847,CLOSED,07/15/2018,693         ,11225    ,FLATBUSH AVENUE                 ,3115797,309,   ,30,ERT  ,02/25/2019,Y1,02/22/2019,02/26/2019 12:00:00 AM
3688037,CLOSED,02/25/2019,17          ,11206    ,BELVIDERE STREET                ,3071778,304,   ,30,ERT  ,02/25/2019,Y1,02/25/2019,02/26/2019 12:00:00 AM
